Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Gene type
ENSMUSG00000022972	ENSMUSG00000022972.11	ENSMUST00000129345	ENSMUST00000129345.8	protein_coding
ENSMUSG00000022972	ENSMUSG00000022972.11	ENSMUST00000125519	ENSMUST00000125519.8	protein_coding
ENSMUSG00000022972	ENSMUSG00000022972.11	ENSMUST00000231711	ENSMUST00000231711.2	protein_coding
ENSMUSG00000022972	ENSMUSG00000022972.11	ENSMUST00000149833	ENSMUST00000149833.8	protein_coding
ENSMUSG00000022972	ENSMUSG00000022972.11	ENSMUST00000142340	ENSMUST00000142340.2	protein_coding
ENSMUSG00000022972	ENSMUSG00000022972.11	ENSMUST00000131583	ENSMUST00000131583.2	protein_coding
ENSMUSG00000021366	ENSMUSG00000021366.9	ENSMUST00000060148	ENSMUST00000060148.6	protein_coding
ENSMUSG00000021366	ENSMUSG00000021366.9	ENSMUST00000220525	ENSMUST00000220525.2	protein_coding
ENSMUSG00000021366	ENSMUSG00000021366.9	ENSMUST00000222491	ENSMUST00000222491.2	protein_coding
ENSMUSG00000021366	ENSMUSG00000021366.9	ENSMUST00000222854	ENSMUST00000222854.2	protein_coding
ENSMUSG00000021366	ENSMUSG00000021366.9	ENSMUST00000220801	ENSMUST00000220801.2	protein_coding
ENSMUSG00000009575	ENSMUSG00000009575.15	ENSMUST00000118152	ENSMUST00000118152.8	protein_coding
ENSMUSG00000009575	ENSMUSG00000009575.15	ENSMUST00000108813	ENSMUST00000108813.10	protein_coding
ENSMUSG00000009575	ENSMUSG00000009575.15	ENSMUST00000122182	ENSMUST00000122182.2	protein_coding
ENSMUSG00000009575	ENSMUSG00000009575.15	ENSMUST00000127191	ENSMUST00000127191.2	protein_coding
ENSMUSG00000022790	ENSMUSG00000022790.15	ENSMUST00000210186	ENSMUST00000210186.2	protein_coding
ENSMUSG00000022790	ENSMUSG00000022790.15	ENSMUST00000114706	ENSMUST00000114706.8	protein_coding
ENSMUSG00000022790	ENSMUSG00000022790.15	ENSMUST00000209958	ENSMUST00000209958.2	protein_coding
ENSMUSG00000022790	ENSMUSG00000022790.15	ENSMUST00000023478	ENSMUST00000023478.8	protein_coding
ENSMUSG00000022790	ENSMUSG00000022790.15	ENSMUST00000210471	ENSMUST00000210471.2	protein_coding
ENSMUSG00000021367	ENSMUSG00000021367.9	ENSMUST00000021796	ENSMUST00000021796.9	protein_coding
ENSMUSG00000024853	ENSMUSG00000024853.11	ENSMUST00000237781	ENSMUST00000237781.2	protein_coding
ENSMUSG00000024853	ENSMUSG00000024853.11	ENSMUST00000025774	ENSMUST00000025774.11	protein_coding
ENSMUSG00000024853	ENSMUSG00000024853.11	ENSMUST00000235368	ENSMUST00000235368.2	protein_coding
ENSMUSG00000024853	ENSMUSG00000024853.11	ENSMUST00000236695	ENSMUST00000236695.2	protein_coding
ENSMUSG00000024853	ENSMUSG00000024853.11	ENSMUST00000235182	ENSMUST00000235182.2	protein_coding
ENSMUSG00000024853	ENSMUSG00000024853.11	ENSMUST00000236014	ENSMUST00000236014.2	protein_coding
ENSMUSG00000024853	ENSMUSG00000024853.11	ENSMUST00000235772	ENSMUST00000235772.2	protein_coding
ENSMUSG00000024853	ENSMUSG00000024853.11	ENSMUST00000237512	ENSMUST00000237512.2	protein_coding
ENSMUSG00000024600	ENSMUSG00000024600.9	ENSMUST00000025500	ENSMUST00000025500.7	protein_coding
ENSMUSG00000024601	ENSMUSG00000024601.10	ENSMUST00000025503	ENSMUST00000025503.10	protein_coding
ENSMUSG00000024601	ENSMUSG00000024601.10	ENSMUST00000238139	ENSMUST00000238139.2	protein_coding
ENSMUSG00000021662	ENSMUSG00000021662.12	ENSMUST00000238746	ENSMUST00000238746.2	protein_coding
ENSMUSG00000021662	ENSMUSG00000021662.12	ENSMUST00000109426	ENSMUST00000109426.3	protein_coding
ENSMUSG00000021662	ENSMUSG00000021662.12	ENSMUST00000225884	ENSMUST00000225884.2	protein_coding
ENSMUSG00000021662	ENSMUSG00000021662.12	ENSMUST00000225663	ENSMUST00000225663.2	protein_coding
ENSMUSG00000021662	ENSMUSG00000021662.12	ENSMUST00000225269	ENSMUST00000225269.2	protein_coding
ENSMUSG00000021662	ENSMUSG00000021662.12	ENSMUST00000223849	ENSMUST00000223849.2	protein_coding
ENSMUSG00000021662	ENSMUSG00000021662.12	ENSMUST00000224866	ENSMUST00000224866.2	protein_coding
ENSMUSG00000022973	ENSMUSG00000022973.19	ENSMUST00000121759	ENSMUST00000121759.8	protein_coding
ENSMUSG00000022973	ENSMUSG00000022973.19	ENSMUST00000118390	ENSMUST00000118390.10	protein_coding
ENSMUSG00000022973	ENSMUSG00000022973.19	ENSMUST00000154276	ENSMUST00000154276.8	protein_coding
ENSMUSG00000022973	ENSMUSG00000022973.19	ENSMUST00000129041	ENSMUST00000129041.2	protein_coding
ENSMUSG00000022973	ENSMUSG00000022973.19	ENSMUST00000129743	ENSMUST00000129743.2	protein_coding
ENSMUSG00000022973	ENSMUSG00000022973.19	ENSMUST00000231524	ENSMUST00000231524.2	protein_coding
ENSMUSG00000022973	ENSMUSG00000022973.19	ENSMUST00000125032	ENSMUST00000125032.3	protein_coding
ENSMUSG00000022973	ENSMUSG00000022973.19	ENSMUST00000231472	ENSMUST00000231472.2	protein_coding
ENSMUSG00000022973	ENSMUSG00000022973.19	ENSMUST00000118246	ENSMUST00000118246.3	protein_coding
ENSMUSG00000022973	ENSMUSG00000022973.19	ENSMUST00000130813	ENSMUST00000130813.3	protein_coding
ENSMUSG00000022973	ENSMUSG00000022973.19	ENSMUST00000156140	ENSMUST00000156140.2	protein_coding
ENSMUSG00000022973	ENSMUSG00000022973.19	ENSMUST00000170853	ENSMUST00000170853.8	protein_coding
ENSMUSG00000022463	ENSMUSG00000022463.9	ENSMUST00000023100	ENSMUST00000023100.8	protein_coding
ENSMUSG00000022463	ENSMUSG00000022463.9	ENSMUST00000229336	ENSMUST00000229336.2	protein_coding
ENSMUSG00000022463	ENSMUSG00000022463.9	ENSMUST00000231065	ENSMUST00000231065.2	protein_coding
ENSMUSG00000022463	ENSMUSG00000022463.9	ENSMUST00000230105	ENSMUST00000230105.2	protein_coding
ENSMUSG00000022463	ENSMUSG00000022463.9	ENSMUST00000229009	ENSMUST00000229009.2	protein_coding
ENSMUSG00000022463	ENSMUSG00000022463.9	ENSMUST00000229518	ENSMUST00000229518.2	protein_coding
ENSMUSG00000022463	ENSMUSG00000022463.9	ENSMUST00000230955	ENSMUST00000230955.2	protein_coding
ENSMUSG00000024306	ENSMUSG00000024306.14	ENSMUST00000234736	ENSMUST00000234736.2	protein_coding
ENSMUSG00000024306	ENSMUSG00000024306.14	ENSMUST00000025160	ENSMUST00000025160.9	protein_coding
ENSMUSG00000024306	ENSMUSG00000024306.14	ENSMUST00000234661	ENSMUST00000234661.2	protein_coding
ENSMUSG00000024306	ENSMUSG00000024306.14	ENSMUST00000115837	ENSMUST00000115837.3	protein_coding
ENSMUSG00000024846	ENSMUSG00000024846.7	ENSMUST00000025764	ENSMUST00000025764.6	protein_coding
ENSMUSG00000024846	ENSMUSG00000024846.7	ENSMUST00000237627	ENSMUST00000237627.2	protein_coding
ENSMUSG00000024846	ENSMUSG00000024846.7	ENSMUST00000238111	ENSMUST00000238111.2	protein_coding
ENSMUSG00000025081	ENSMUSG00000025081.14	ENSMUST00000111606	ENSMUST00000111606.8	protein_coding
ENSMUSG00000025081	ENSMUSG00000025081.14	ENSMUST00000078723	ENSMUST00000078723.11	protein_coding
ENSMUSG00000025081	ENSMUSG00000025081.14	ENSMUST00000121249	ENSMUST00000121249.8	protein_coding
ENSMUSG00000025081	ENSMUSG00000025081.14	ENSMUST00000111604	ENSMUST00000111604.2	protein_coding
ENSMUSG00000022369	ENSMUSG00000022369.14	ENSMUST00000022998	ENSMUST00000022998.14	protein_coding
ENSMUSG00000022369	ENSMUSG00000022369.14	ENSMUST00000170046	ENSMUST00000170046.8	protein_coding
ENSMUSG00000022369	ENSMUSG00000022369.14	ENSMUST00000169517	ENSMUST00000169517.2	protein_coding
ENSMUSG00000022369	ENSMUSG00000022369.14	ENSMUST00000169667	ENSMUST00000169667.2	protein_coding
ENSMUSG00000022369	ENSMUSG00000022369.14	ENSMUST00000171146	ENSMUST00000171146.2	protein_coding
ENSMUSG00000022369	ENSMUSG00000022369.14	ENSMUST00000166449	ENSMUST00000166449.2	protein_coding
ENSMUSG00000022674	ENSMUSG00000022674.16	ENSMUST00000229859	ENSMUST00000229859.2	protein_coding
ENSMUSG00000022674	ENSMUSG00000022674.16	ENSMUST00000115777	ENSMUST00000115777.10	protein_coding
ENSMUSG00000022674	ENSMUSG00000022674.16	ENSMUST00000115776	ENSMUST00000115776.2	protein_coding
ENSMUSG00000022674	ENSMUSG00000022674.16	ENSMUST00000118236	ENSMUST00000118236.8	protein_coding
ENSMUSG00000022674	ENSMUSG00000022674.16	ENSMUST00000096234	ENSMUST00000096234.4	protein_coding
ENSMUSG00000022674	ENSMUSG00000022674.16	ENSMUST00000229244	ENSMUST00000229244.2	protein_coding
ENSMUSG00000022673	ENSMUSG00000022673.6	ENSMUST00000023353	ENSMUST00000023353.4	protein_coding
ENSMUSG00000022673	ENSMUSG00000022673.6	ENSMUST00000229606	ENSMUST00000229606.2	protein_coding
ENSMUSG00000022673	ENSMUSG00000022673.6	ENSMUST00000230437	ENSMUST00000230437.2	protein_coding
ENSMUSG00000020591	ENSMUSG00000020591.12	ENSMUST00000221596	ENSMUST00000221596.2	protein_coding
ENSMUSG00000020591	ENSMUSG00000020591.12	ENSMUST00000111064	ENSMUST00000111064.3	protein_coding
ENSMUSG00000020591	ENSMUSG00000020591.12	ENSMUST00000220892	ENSMUST00000220892.2	protein_coding
ENSMUSG00000020591	ENSMUSG00000020591.12	ENSMUST00000222957	ENSMUST00000222957.2	protein_coding
ENSMUSG00000020591	ENSMUSG00000020591.12	ENSMUST00000221049	ENSMUST00000221049.2	protein_coding
ENSMUSG00000021244	ENSMUSG00000021244.16	ENSMUST00000168977	ENSMUST00000168977.8	protein_coding
ENSMUSG00000021244	ENSMUSG00000021244.16	ENSMUST00000021670	ENSMUST00000021670.15	protein_coding
ENSMUSG00000021244	ENSMUSG00000021244.16	ENSMUST00000164558	ENSMUST00000164558.8	protein_coding
ENSMUSG00000021244	ENSMUSG00000021244.16	ENSMUST00000169150	ENSMUST00000169150.8	protein_coding
ENSMUSG00000021244	ENSMUSG00000021244.16	ENSMUST00000165803	ENSMUST00000165803.2	protein_coding
ENSMUSG00000021244	ENSMUSG00000021244.16	ENSMUST00000167838	ENSMUST00000167838.8	protein_coding
ENSMUSG00000021244	ENSMUSG00000021244.16	ENSMUST00000166605	ENSMUST00000166605.2	protein_coding
ENSMUSG00000021244	ENSMUSG00000021244.16	ENSMUST00000101202	ENSMUST00000101202.10	protein_coding
ENSMUSG00000022974	ENSMUSG00000022974.13	ENSMUST00000118522	ENSMUST00000118522.8	protein_coding
ENSMUSG00000022974	ENSMUSG00000022974.13	ENSMUST00000023698	ENSMUST00000023698.12	protein_coding
ENSMUSG00000022974	ENSMUSG00000022974.13	ENSMUST00000150397	ENSMUST00000150397.2	protein_coding
ENSMUSG00000022974	ENSMUSG00000022974.13	ENSMUST00000146281	ENSMUST00000146281.8	protein_coding
ENSMUSG00000022974	ENSMUSG00000022974.13	ENSMUST00000145136	ENSMUST00000145136.2	protein_coding
ENSMUSG00000022974	ENSMUSG00000022974.13	ENSMUST00000128922	ENSMUST00000128922.2	protein_coding
ENSMUSG00000022974	ENSMUSG00000022974.13	ENSMUST00000124653	ENSMUST00000124653.2	protein_coding
ENSMUSG00000022974	ENSMUSG00000022974.13	ENSMUST00000127002	ENSMUST00000127002.2	protein_coding
ENSMUSG00000006720	ENSMUSG00000006720.17	ENSMUST00000176511	ENSMUST00000176511.8	protein_coding
ENSMUSG00000006720	ENSMUSG00000006720.17	ENSMUST00000176580	ENSMUST00000176580.8	protein_coding
ENSMUSG00000006720	ENSMUSG00000006720.17	ENSMUST00000102978	ENSMUST00000102978.8	protein_coding
ENSMUSG00000006720	ENSMUSG00000006720.17	ENSMUST00000152258	ENSMUST00000152258.9	protein_coding
ENSMUSG00000006720	ENSMUSG00000006720.17	ENSMUST00000176003	ENSMUST00000176003.2	protein_coding
ENSMUSG00000006720	ENSMUSG00000006720.17	ENSMUST00000006903	ENSMUST00000006903.8	protein_coding
ENSMUSG00000016982	ENSMUSG00000016982.7	ENSMUST00000117882	ENSMUST00000117882.2	protein_coding
ENSMUSG00000016982	ENSMUSG00000016982.7	ENSMUST00000017126	ENSMUST00000017126.6	protein_coding
ENSMUSG00000006179	ENSMUSG00000006179.10	ENSMUST00000006341	ENSMUST00000006341.4	protein_coding
ENSMUSG00000006179	ENSMUSG00000006179.10	ENSMUST00000150547	ENSMUST00000150547.3	protein_coding
ENSMUSG00000006179	ENSMUSG00000006179.10	ENSMUST00000129665	ENSMUST00000129665.8	protein_coding
ENSMUSG00000006179	ENSMUSG00000006179.10	ENSMUST00000223857	ENSMUST00000223857.2	protein_coding
ENSMUSG00000006179	ENSMUSG00000006179.10	ENSMUST00000130585	ENSMUST00000130585.2	protein_coding
ENSMUSG00000024604	ENSMUSG00000024604.8	ENSMUST00000025506	ENSMUST00000025506.7	protein_coding
ENSMUSG00000024604	ENSMUSG00000024604.8	ENSMUST00000160020	ENSMUST00000160020.2	protein_coding
ENSMUSG00000024604	ENSMUSG00000024604.8	ENSMUST00000161544	ENSMUST00000161544.2	protein_coding
ENSMUSG00000024604	ENSMUSG00000024604.8	ENSMUST00000159203	ENSMUST00000159203.2	protein_coding
ENSMUSG00000024604	ENSMUSG00000024604.8	ENSMUST00000160353	ENSMUST00000160353.2	protein_coding
ENSMUSG00000022151	ENSMUSG00000022151.17	ENSMUST00000118193	ENSMUST00000118193.8	protein_coding
ENSMUSG00000022151	ENSMUSG00000022151.17	ENSMUST00000022751	ENSMUST00000022751.15	protein_coding
ENSMUSG00000022151	ENSMUSG00000022151.17	ENSMUST00000081640	ENSMUST00000081640.12	protein_coding
ENSMUSG00000022151	ENSMUSG00000022151.17	ENSMUST00000144653	ENSMUST00000144653.8	protein_coding
ENSMUSG00000022151	ENSMUSG00000022151.17	ENSMUST00000141167	ENSMUST00000141167.2	protein_coding
ENSMUSG00000024302	ENSMUSG00000024302.17	ENSMUST00000222515	ENSMUST00000222515.2	protein_coding
ENSMUSG00000024302	ENSMUSG00000024302.17	ENSMUST00000221471	ENSMUST00000221471.2	protein_coding
ENSMUSG00000024302	ENSMUSG00000024302.17	ENSMUST00000115832	ENSMUST00000115832.4	protein_coding
ENSMUSG00000024302	ENSMUSG00000024302.17	ENSMUST00000221880	ENSMUST00000221880.2	protein_coding
ENSMUSG00000024302	ENSMUSG00000024302.17	ENSMUST00000220904	ENSMUST00000220904.2	protein_coding
ENSMUSG00000024302	ENSMUSG00000024302.17	ENSMUST00000047954	ENSMUST00000047954.15	protein_coding
ENSMUSG00000024302	ENSMUSG00000024302.17	ENSMUST00000223441	ENSMUST00000223441.2	protein_coding
ENSMUSG00000024302	ENSMUSG00000024302.17	ENSMUST00000220967	ENSMUST00000220967.2	protein_coding
ENSMUSG00000024302	ENSMUSG00000024302.17	ENSMUST00000222351	ENSMUST00000222351.2	protein_coding
ENSMUSG00000024302	ENSMUSG00000024302.17	ENSMUST00000222726	ENSMUST00000222726.2	protein_coding
ENSMUSG00000022367	ENSMUSG00000022367.8	ENSMUST00000050544	ENSMUST00000050544.8	protein_coding
ENSMUSG00000024844	ENSMUSG00000024844.16	ENSMUST00000025762	ENSMUST00000025762.16	protein_coding
ENSMUSG00000024844	ENSMUSG00000024844.16	ENSMUST00000237704	ENSMUST00000237704.2	protein_coding
ENSMUSG00000024844	ENSMUSG00000024844.16	ENSMUST00000170010	ENSMUST00000170010.3	protein_coding
ENSMUSG00000024844	ENSMUSG00000024844.16	ENSMUST00000237167	ENSMUST00000237167.2	protein_coding
ENSMUSG00000021271	ENSMUSG00000021271.6	ENSMUST00000221549	ENSMUST00000221549.2	protein_coding
ENSMUSG00000021271	ENSMUSG00000021271.6	ENSMUST00000170060	ENSMUST00000170060.4	protein_coding
ENSMUSG00000021271	ENSMUSG00000021271.6	ENSMUST00000222460	ENSMUST00000222460.2	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000126354	ENSMUST00000126354.8	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000131689	ENSMUST00000131689.8	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000132881	ENSMUST00000132881.8	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000151244	ENSMUST00000151244.8	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000151290	ENSMUST00000151290.8	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000114694	ENSMUST00000114694.9	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000146708	ENSMUST00000146708.8	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000134537	ENSMUST00000134537.3	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000114691	ENSMUST00000114691.8	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000141941	ENSMUST00000141941.8	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000139491	ENSMUST00000139491.8	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000156367	ENSMUST00000156367.8	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000148775	ENSMUST00000148775.8	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000126100	ENSMUST00000126100.8	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000123047	ENSMUST00000123047.8	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000156981	ENSMUST00000156981.8	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000122875	ENSMUST00000122875.8	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000162745	ENSMUST00000162745.8	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000114690	ENSMUST00000114690.8	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000114695	ENSMUST00000114695.3	protein_coding
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000079441	ENSMUST00000079441.13	protein_coding
ENSMUSG00000024841	ENSMUSG00000024841.9	ENSMUST00000025759	ENSMUST00000025759.9	protein_coding
ENSMUSG00000024841	ENSMUSG00000024841.9	ENSMUST00000235664	ENSMUST00000235664.2	protein_coding
ENSMUSG00000024841	ENSMUSG00000024841.9	ENSMUST00000236059	ENSMUST00000236059.2	protein_coding
ENSMUSG00000025082	ENSMUSG00000025082.9	ENSMUST00000026068	ENSMUST00000026068.8	protein_coding
ENSMUSG00000022366	ENSMUSG00000022366.13	ENSMUST00000022995	ENSMUST00000022995.13	protein_coding
ENSMUSG00000022366	ENSMUSG00000022366.13	ENSMUST00000110196	ENSMUST00000110196.8	protein_coding
ENSMUSG00000022366	ENSMUSG00000022366.13	ENSMUST00000137764	ENSMUST00000137764.2	protein_coding
ENSMUSG00000021276	ENSMUSG00000021276.11	ENSMUST00000043716	ENSMUST00000043716.9	protein_coding
ENSMUSG00000021276	ENSMUSG00000021276.11	ENSMUST00000220607	ENSMUST00000220607.2	protein_coding
ENSMUSG00000021276	ENSMUSG00000021276.11	ENSMUST00000221182	ENSMUST00000221182.2	protein_coding
ENSMUSG00000021276	ENSMUSG00000021276.11	ENSMUST00000221102	ENSMUST00000221102.2	protein_coding
ENSMUSG00000021276	ENSMUSG00000021276.11	ENSMUST00000221414	ENSMUST00000221414.2	protein_coding
ENSMUSG00000021276	ENSMUSG00000021276.11	ENSMUST00000222457	ENSMUST00000222457.2	protein_coding
ENSMUSG00000021276	ENSMUSG00000021276.11	ENSMUST00000223170	ENSMUST00000223170.2	protein_coding
ENSMUSG00000021276	ENSMUSG00000021276.11	ENSMUST00000221901	ENSMUST00000221901.2	protein_coding
ENSMUSG00000021276	ENSMUSG00000021276.11	ENSMUST00000223407	ENSMUST00000223407.2	protein_coding
ENSMUSG00000021276	ENSMUSG00000021276.11	ENSMUST00000220631	ENSMUST00000220631.2	protein_coding
ENSMUSG00000021276	ENSMUSG00000021276.11	ENSMUST00000221963	ENSMUST00000221963.2	protein_coding
ENSMUSG00000021276	ENSMUSG00000021276.11	ENSMUST00000223079	ENSMUST00000223079.2	protein_coding
ENSMUSG00000024914	ENSMUSG00000024914.17	ENSMUST00000124478	ENSMUST00000124478.8	protein_coding
ENSMUSG00000024914	ENSMUSG00000024914.17	ENSMUST00000148219	ENSMUST00000148219.9	protein_coding
ENSMUSG00000024914	ENSMUSG00000024914.17	ENSMUST00000125468	ENSMUST00000125468.3	protein_coding
ENSMUSG00000024914	ENSMUSG00000024914.17	ENSMUST00000025853	ENSMUST00000025853.16	protein_coding
ENSMUSG00000024914	ENSMUSG00000024914.17	ENSMUST00000113673	ENSMUST00000113673.9	protein_coding
ENSMUSG00000024914	ENSMUSG00000024914.17	ENSMUST00000126908	ENSMUST00000126908.9	protein_coding
ENSMUSG00000024914	ENSMUSG00000024914.17	ENSMUST00000113674	ENSMUST00000113674.8	protein_coding
ENSMUSG00000024914	ENSMUSG00000024914.17	ENSMUST00000136579	ENSMUST00000136579.3	protein_coding
ENSMUSG00000024914	ENSMUSG00000024914.17	ENSMUST00000127043	ENSMUST00000127043.2	protein_coding
ENSMUSG00000024914	ENSMUSG00000024914.17	ENSMUST00000134697	ENSMUST00000134697.2	protein_coding
ENSMUSG00000004789	ENSMUSG00000004789.11	ENSMUST00000053811	ENSMUST00000053811.10	protein_coding
ENSMUSG00000004789	ENSMUSG00000004789.11	ENSMUST00000221357	ENSMUST00000221357.2	protein_coding
ENSMUSG00000004789	ENSMUSG00000004789.11	ENSMUST00000223415	ENSMUST00000223415.2	protein_coding
ENSMUSG00000004789	ENSMUSG00000004789.11	ENSMUST00000221288	ENSMUST00000221288.2	protein_coding
ENSMUSG00000004789	ENSMUSG00000004789.11	ENSMUST00000221842	ENSMUST00000221842.2	protein_coding
ENSMUSG00000004789	ENSMUSG00000004789.11	ENSMUST00000223332	ENSMUST00000223332.2	protein_coding
ENSMUSG00000004789	ENSMUSG00000004789.11	ENSMUST00000222998	ENSMUST00000222998.2	protein_coding
ENSMUSG00000004789	ENSMUSG00000004789.11	ENSMUST00000220559	ENSMUST00000220559.2	protein_coding
ENSMUSG00000004789	ENSMUSG00000004789.11	ENSMUST00000223413	ENSMUST00000223413.2	protein_coding
ENSMUSG00000004789	ENSMUSG00000004789.11	ENSMUST00000220633	ENSMUST00000220633.2	protein_coding
ENSMUSG00000004789	ENSMUSG00000004789.11	ENSMUST00000223438	ENSMUST00000223438.2	protein_coding
ENSMUSG00000004789	ENSMUSG00000004789.11	ENSMUST00000223409	ENSMUST00000223409.2	protein_coding
ENSMUSG00000004789	ENSMUSG00000004789.11	ENSMUST00000222472	ENSMUST00000222472.2	protein_coding
ENSMUSG00000024277	ENSMUSG00000024277.15	ENSMUST00000132286	ENSMUST00000132286.8	protein_coding
ENSMUSG00000024277	ENSMUSG00000024277.15	ENSMUST00000155708	ENSMUST00000155708.8	protein_coding
ENSMUSG00000024277	ENSMUSG00000024277.15	ENSMUST00000118826	ENSMUST00000118826.9	protein_coding
ENSMUSG00000024277	ENSMUSG00000024277.15	ENSMUST00000115830	ENSMUST00000115830.8	protein_coding
ENSMUSG00000024277	ENSMUSG00000024277.15	ENSMUST00000149943	ENSMUST00000149943.2	protein_coding
ENSMUSG00000024277	ENSMUSG00000024277.15	ENSMUST00000025127	ENSMUST00000025127.5	protein_coding
ENSMUSG00000024277	ENSMUSG00000024277.15	ENSMUST00000141853	ENSMUST00000141853.2	protein_coding
ENSMUSG00000024277	ENSMUSG00000024277.15	ENSMUST00000165387	ENSMUST00000165387.2	protein_coding
ENSMUSG00000024277	ENSMUSG00000024277.15	ENSMUST00000170802	ENSMUST00000170802.8	protein_coding
ENSMUSG00000022365	ENSMUSG00000022365.7	ENSMUST00000022993	ENSMUST00000022993.7	protein_coding
ENSMUSG00000022365	ENSMUSG00000022365.7	ENSMUST00000226911	ENSMUST00000226911.2	protein_coding
