




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.XXXX/zenodo.XXXXXXXX Released 2025-10-05
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	Homo sapiens (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO biological process complete	Homo sapiens - REFLIST (20580)	upload_1 (5121)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
anatomical structure development (GO:0048856)	5359	1837	1333.50	+	1.38	3.53E-73	5.13E-69
negative regulation of multicellular organismal process (GO:0051241)	1153	394	286.91	+	1.37	4.06E-13	3.50E-11
regulation of cell population proliferation (GO:0042127)	1657	566	412.32	+	1.37	1.26E-18	1.78E-16
inflammatory response (GO:0006954)	609	208	151.54	+	1.37	1.95E-07	7.40E-06
regulation of cell motility (GO:2000145)	1011	345	251.57	+	1.37	1.56E-11	1.14E-09
regulation of biological quality (GO:0065008)	3065	1045	762.68	+	1.37	2.06E-35	1.11E-32
regulation of immune effector process (GO:0002697)	405	138	100.78	+	1.37	2.77E-05	6.22E-04
regulation of cellular response to growth factor stimulus (GO:0090287)	326	111	81.12	+	1.37	2.19E-04	3.75E-03
lymphocyte differentiation (GO:0030098)	297	101	73.90	+	1.37	4.17E-04	6.31E-03
animal organ development (GO:0048513)	2930	995	729.08	+	1.36	1.05E-32	4.23E-30
hormone metabolic process (GO:0042445)	224	76	55.74	+	1.36	2.36E-03	2.61E-02
regulation of leukocyte cell-cell adhesion (GO:1903037)	395	134	98.29	+	1.36	4.75E-05	9.86E-04
epithelium development (GO:0060429)	1114	377	277.20	+	1.36	6.47E-12	4.92E-10
sensory organ development (GO:0007423)	633	214	157.51	+	1.36	3.26E-07	1.19E-05
regulation of localization (GO:0032879)	2024	684	503.64	+	1.36	3.08E-21	5.20E-19
cell differentiation (GO:0030154)	3775	1275	939.35	+	1.36	3.11E-42	2.16E-39
cellular developmental process (GO:0048869)	3778	1276	940.09	+	1.36	2.53E-42	1.84E-39
positive regulation of cell-cell adhesion (GO:0022409)	335	113	83.36	+	1.36	2.67E-04	4.44E-03
response to metal ion (GO:0010038)	341	115	84.85	+	1.36	2.36E-04	4.02E-03
regulation of canonical Wnt signaling pathway (GO:0060828)	270	91	67.19	+	1.35	1.08E-03	1.39E-02
cell activation (GO:0001775)	766	258	190.61	+	1.35	2.75E-08	1.24E-06
vasculature development (GO:0001944)	565	190	140.59	+	1.35	2.53E-06	7.49E-05
angiogenesis (GO:0001525)	351	118	87.34	+	1.35	2.27E-04	3.87E-03
positive regulation of phosphorylation (GO:0042327)	256	86	63.70	+	1.35	1.70E-03	2.00E-02
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090092)	277	93	68.93	+	1.35	1.23E-03	1.54E-02
growth (GO:0040007)	435	146	108.24	+	1.35	4.06E-05	8.62E-04
developmental growth (GO:0048589)	435	146	108.24	+	1.35	4.06E-05	8.61E-04
regulation of cell adhesion (GO:0030155)	805	270	200.31	+	1.35	2.22E-08	1.03E-06
positive regulation of cell adhesion (GO:0045785)	492	165	122.43	+	1.35	1.40E-05	3.43E-04
positive regulation of cell activation (GO:0050867)	388	130	96.55	+	1.35	1.40E-04	2.53E-03
positive regulation of cell development (GO:0010720)	430	144	107.00	+	1.35	5.89E-05	1.18E-03
nuclear chromosome segregation (GO:0098813)	245	82	60.96	+	1.35	2.28E-03	2.52E-02
positive regulation of growth (GO:0045927)	251	84	62.46	+	1.34	2.01E-03	2.30E-02
monoatomic ion homeostasis (GO:0050801)	541	181	134.62	+	1.34	6.74E-06	1.79E-04
leukocyte activation (GO:0045321)	634	212	157.76	+	1.34	8.94E-07	2.91E-05
actin cytoskeleton organization (GO:0030036)	554	185	137.85	+	1.34	5.41E-06	1.49E-04
positive regulation of locomotion (GO:0040017)	594	198	147.81	+	1.34	2.78E-06	8.18E-05
regulation of lymphocyte differentiation (GO:0045619)	237	79	58.97	+	1.34	3.16E-03	3.27E-02
supramolecular fiber organization (GO:0097435)	574	191	142.83	+	1.34	4.91E-06	1.36E-04
regulation of cytoskeleton organization (GO:0051493)	544	181	135.37	+	1.34	9.09E-06	2.31E-04
regulation of cell-cell adhesion (GO:0022407)	517	172	128.65	+	1.34	1.43E-05	3.46E-04
response to xenobiotic stimulus (GO:0009410)	400	133	99.53	+	1.34	1.42E-04	2.56E-03
positive regulation of leukocyte activation (GO:0002696)	370	123	92.07	+	1.34	2.63E-04	4.38E-03
cell population proliferation (GO:0008283)	563	187	140.09	+	1.33	6.52E-06	1.74E-04
regulation of cell communication (GO:0010646)	3643	1210	906.50	+	1.33	6.85E-36	3.83E-33
positive regulation of cell communication (GO:0010647)	1831	608	455.61	+	1.33	5.18E-17	6.66E-15
positive regulation of T cell activation (GO:0050870)	259	86	64.45	+	1.33	2.35E-03	2.60E-02
negative regulation of locomotion (GO:0040013)	332	110	82.61	+	1.33	6.71E-04	9.60E-03
developmental process (GO:0032502)	5934	1966	1476.58	+	1.33	1.12E-65	4.06E-62
glycoprotein biosynthetic process (GO:0009101)	269	89	66.94	+	1.33	2.24E-03	2.49E-02
positive regulation of signaling (GO:0023056)	1832	606	455.86	+	1.33	1.40E-16	1.74E-14
mononuclear cell differentiation (GO:1903131)	384	127	95.55	+	1.33	2.69E-04	4.46E-03
regulation of cell differentiation (GO:0045595)	1576	521	392.16	+	1.33	3.59E-14	3.58E-12
positive regulation of lymphocyte activation (GO:0051251)	336	111	83.61	+	1.33	7.22E-04	1.02E-02
response to molecule of bacterial origin (GO:0002237)	330	109	82.12	+	1.33	8.17E-04	1.13E-02
positive regulation of phosphorus metabolic process (GO:0010562)	318	105	79.13	+	1.33	1.05E-03	1.36E-02
positive regulation of phosphate metabolic process (GO:0045937)	318	105	79.13	+	1.33	1.05E-03	1.35E-02
chemical homeostasis (GO:0048878)	955	315	237.64	+	1.33	8.17E-09	4.14E-07
regulation of cellular component size (GO:0032535)	355	117	88.34	+	1.32	6.33E-04	9.14E-03
regulation of signaling (GO:0023051)	3636	1198	904.76	+	1.32	1.18E-33	5.38E-31
regulation of Wnt signaling pathway (GO:0030111)	346	114	86.10	+	1.32	6.85E-04	9.77E-03
membraneless organelle assembly (GO:0140694)	389	128	96.80	+	1.32	3.66E-04	5.70E-03
response to lipopolysaccharide (GO:0032496)	310	102	77.14	+	1.32	1.44E-03	1.74E-02
positive regulation of cell migration (GO:0030335)	551	181	137.11	+	1.32	2.07E-05	4.84E-04
positive regulation of cell cycle (GO:0045787)	338	111	84.11	+	1.32	9.41E-04	1.28E-02
monoatomic cation homeostasis (GO:0055080)	530	174	131.88	+	1.32	3.53E-05	7.63E-04
negative regulation of response to external stimulus (GO:0032102)	418	137	104.01	+	1.32	2.46E-04	4.11E-03
regulation of developmental process (GO:0050793)	2527	828	628.80	+	1.32	1.49E-21	2.58E-19
epidermis development (GO:0008544)	342	112	85.10	+	1.32	1.01E-03	1.32E-02
response to alcohol (GO:0097305)	275	90	68.43	+	1.32	3.14E-03	3.25E-02
protein localization to membrane (GO:0072657)	324	106	80.62	+	1.31	1.46E-03	1.76E-02
regulation of leukocyte mediated immunity (GO:0002703)	263	86	65.44	+	1.31	4.03E-03	3.92E-02
negative regulation of cell differentiation (GO:0045596)	680	222	169.21	+	1.31	3.94E-06	1.11E-04
gland development (GO:0048732)	426	139	106.00	+	1.31	2.80E-04	4.59E-03
positive regulation of cell motility (GO:2000147)	577	188	143.58	+	1.31	2.53E-05	5.78E-04
multicellular organismal process (GO:0032501)	6526	2122	1623.89	+	1.31	7.62E-65	2.21E-61
regulation of actin filament-based process (GO:0032970)	397	129	98.79	+	1.31	6.50E-04	9.38E-03
negative regulation of cell migration (GO:0030336)	299	97	74.40	+	1.30	2.98E-03	3.14E-02
response to growth factor (GO:0070848)	484	157	120.44	+	1.30	1.53E-04	2.71E-03
positive regulation of cytokine production (GO:0001819)	521	169	129.64	+	1.30	9.16E-05	1.74E-03
regulation of inflammatory response (GO:0050727)	441	143	109.74	+	1.30	3.52E-04	5.52E-03
sensory system development (GO:0048880)	429	139	106.75	+	1.30	4.50E-04	6.74E-03
negative regulation of cell population proliferation (GO:0008285)	698	226	173.69	+	1.30	6.44E-06	1.73E-04
leukocyte differentiation (GO:0002521)	442	143	109.98	+	1.30	3.60E-04	5.63E-03
positive regulation of signal transduction (GO:0009967)	1645	532	409.33	+	1.30	1.29E-12	1.05E-10
glycoprotein metabolic process (GO:0009100)	334	108	83.11	+	1.30	2.13E-03	2.41E-02
regulation of protein phosphorylation (GO:0001932)	393	127	97.79	+	1.30	7.73E-04	1.08E-02
intracellular monoatomic ion homeostasis (GO:0006873)	458	148	113.97	+	1.30	2.99E-04	4.84E-03
positive regulation of cellular component organization (GO:0051130)	1125	363	279.94	+	1.30	1.03E-08	5.12E-07
cellular response to growth factor stimulus (GO:0071363)	453	146	112.72	+	1.30	4.21E-04	6.38E-03
visual system development (GO:0150063)	422	136	105.01	+	1.30	6.22E-04	9.00E-03
regulation of cell development (GO:0060284)	826	266	205.54	+	1.29	1.44E-06	4.55E-05
negative regulation of cell motility (GO:2000146)	314	101	78.13	+	1.29	3.71E-03	3.76E-02
response to hypoxia (GO:0001666)	283	91	70.42	+	1.29	5.53E-03	4.93E-02
regulation of supramolecular fiber organization (GO:1902903)	389	125	96.80	+	1.29	1.11E-03	1.42E-02
nuclear division (GO:0000280)	330	106	82.12	+	1.29	3.07E-03	3.21E-02
positive regulation of cellular component biogenesis (GO:0044089)	514	165	127.90	+	1.29	1.93E-04	3.33E-03
epithelial cell differentiation (GO:0030855)	636	204	158.26	+	1.29	3.26E-05	7.15E-04
intracellular monoatomic cation homeostasis (GO:0030003)	449	144	111.73	+	1.29	4.98E-04	7.32E-03
cell communication (GO:0007154)	5314	1704	1322.30	+	1.29	2.00E-43	1.82E-40
negative regulation of cell adhesion (GO:0007162)	309	99	76.89	+	1.29	4.29E-03	4.06E-02
eye development (GO:0001654)	419	134	104.26	+	1.29	9.13E-04	1.24E-02
intracellular chemical homeostasis (GO:0055082)	591	189	147.06	+	1.29	8.85E-05	1.69E-03
regulation of phosphorylation (GO:0042325)	438	140	108.99	+	1.28	7.80E-04	1.09E-02
signaling (GO:0023052)	5270	1683	1311.35	+	1.28	1.92E-41	1.27E-38
response to lipid (GO:0033993)	875	279	217.73	+	1.28	1.88E-06	5.71E-05
homeostatic process (GO:0042592)	1566	499	389.67	+	1.28	8.57E-11	5.72E-09
phosphorylation (GO:0016310)	361	115	89.83	+	1.28	2.57E-03	2.80E-02
regulation of endocytosis (GO:0030100)	311	99	77.39	+	1.28	5.42E-03	4.87E-02
camera-type eye development (GO:0043010)	368	117	91.57	+	1.28	2.81E-03	2.99E-02
regulation of vesicle-mediated transport (GO:0060627)	570	181	141.84	+	1.28	1.83E-04	3.16E-03
cellular homeostasis (GO:0019725)	703	223	174.93	+	1.27	3.51E-05	7.62E-04
lymphocyte activation (GO:0046649)	508	161	126.41	+	1.27	4.84E-04	7.15E-03
embryo development (GO:0009790)	1073	340	267.00	+	1.27	2.46E-07	9.23E-06
negative regulation of developmental process (GO:0051093)	978	309	243.36	+	1.27	1.18E-06	3.77E-05
negative regulation of transport (GO:0051051)	402	127	100.03	+	1.27	2.39E-03	2.64E-02
regulation of cellular localization (GO:0060341)	548	173	136.36	+	1.27	3.66E-04	5.70E-03
negative regulation of immune system process (GO:0002683)	555	175	138.10	+	1.27	3.32E-04	5.29E-03
mitotic cell cycle process (GO:1903047)	508	160	126.41	+	1.27	7.12E-04	1.01E-02
positive regulation of molecular function (GO:0044093)	470	148	116.95	+	1.27	1.17E-03	1.48E-02
regulation of signal transduction (GO:0009966)	3192	1005	794.28	+	1.27	4.55E-20	7.27E-18
multicellular organismal-level homeostasis (GO:0048871)	706	222	175.68	+	1.26	6.48E-05	1.28E-03
negative regulation of response to stimulus (GO:0048585)	1771	553	440.68	+	1.25	2.83E-10	1.71E-08
negative regulation of cell communication (GO:0010648)	1513	472	376.49	+	1.25	8.55E-09	4.32E-07
regulation of cellular component organization (GO:0051128)	2571	801	639.75	+	1.25	1.41E-14	1.46E-12
negative regulation of signaling (GO:0023057)	1513	471	376.49	+	1.25	1.23E-08	6.03E-07
cellular response to oxygen-containing compound (GO:1901701)	1059	328	263.52	+	1.24	4.13E-06	1.16E-04
regulation of cytokine production (GO:0001817)	828	256	206.03	+	1.24	6.69E-05	1.32E-03
response to oxygen-containing compound (GO:1901700)	1548	478	385.19	+	1.24	2.98E-08	1.34E-06
regulation of growth (GO:0040008)	600	185	149.30	+	1.24	7.87E-04	1.09E-02
organelle assembly (GO:0070925)	940	289	233.90	+	1.24	3.49E-05	7.59E-04
positive regulation of protein localization (GO:1903829)	440	135	109.49	+	1.23	5.28E-03	4.76E-02
signal transduction (GO:0007165)	4926	1509	1225.76	+	1.23	6.66E-26	1.59E-23
negative regulation of signal transduction (GO:0009968)	1416	433	352.35	+	1.23	4.69E-07	1.65E-05
positive regulation of intracellular signal transduction (GO:1902533)	1166	356	290.14	+	1.23	6.67E-06	1.78E-04
positive regulation of response to stimulus (GO:0048584)	2342	715	582.77	+	1.23	4.56E-11	3.17E-09
cellular response to nitrogen compound (GO:1901699)	608	185	151.29	+	1.22	1.66E-03	1.96E-02
mitotic cell cycle (GO:0000278)	585	178	145.57	+	1.22	2.21E-03	2.46E-02
cellular response to lipid (GO:0071396)	569	173	141.59	+	1.22	2.66E-03	2.88E-02
chordate embryonic development (GO:0043009)	685	208	170.45	+	1.22	1.02E-03	1.32E-02
regulation of response to stimulus (GO:0048583)	4201	1275	1045.35	+	1.22	1.64E-19	2.51E-17
regulation of cellular component biogenesis (GO:0044087)	1056	320	262.77	+	1.22	4.17E-05	8.80E-04
embryo development ending in birth or egg hatching (GO:0009792)	704	213	175.18	+	1.22	1.02E-03	1.32E-02
intracellular signaling cassette (GO:0141124)	789	238	196.33	+	1.21	6.60E-04	9.48E-03
transport (GO:0006810)	3754	1129	934.12	+	1.21	1.19E-15	1.36E-13
response to abiotic stimulus (GO:0009628)	1122	336	279.19	+	1.20	7.93E-05	1.53E-03
response to endogenous stimulus (GO:0009719)	1206	360	300.09	+	1.20	5.80E-05	1.17E-03
localization (GO:0051179)	4600	1372	1144.64	+	1.20	3.97E-18	5.50E-16
establishment of localization (GO:0051234)	3984	1186	991.35	+	1.20	5.11E-15	5.47E-13
reproductive process (GO:0022414)	1626	484	404.60	+	1.20	3.06E-06	8.85E-05
positive regulation of immune system process (GO:0002684)	1049	312	261.03	+	1.20	2.43E-04	4.08E-03
regulation of intracellular signal transduction (GO:1902531)	2057	611	511.85	+	1.19	1.56E-07	6.03E-06
cellular response to endogenous stimulus (GO:0071495)	937	278	233.16	+	1.19	6.58E-04	9.48E-03
regulation of protein localization (GO:0032880)	905	268	225.19	+	1.19	9.47E-04	1.28E-02
response to nitrogen compound (GO:1901698)	1024	303	254.81	+	1.19	4.85E-04	7.14E-03
regulation of molecular function (GO:0065009)	867	256	215.74	+	1.19	1.51E-03	1.82E-02
positive regulation of biological process (GO:0048518)	6232	1828	1550.73	+	1.18	6.19E-22	1.10E-19
cell cycle process (GO:0022402)	908	266	225.94	+	1.18	1.92E-03	2.20E-02
positive regulation of cellular process (GO:0048522)	5874	1712	1461.65	+	1.17	9.15E-19	1.30E-16
system process (GO:0003008)	2214	643	550.92	+	1.17	2.44E-06	7.23E-05
cellular response to chemical stimulus (GO:0070887)	1989	576	494.93	+	1.16	1.41E-05	3.44E-04
intracellular signal transduction (GO:0035556)	1741	503	433.22	+	1.16	7.12E-05	1.40E-03
regulation of response to external stimulus (GO:0032101)	1147	331	285.41	+	1.16	1.56E-03	1.86E-02
positive regulation of gene expression (GO:0010628)	1212	349	301.59	+	1.16	1.44E-03	1.74E-02
regulation of organelle organization (GO:0033043)	1191	341	296.36	+	1.15	2.37E-03	2.61E-02
cellular response to stimulus (GO:0051716)	6480	1853	1612.44	+	1.15	1.18E-16	1.48E-14
regulation of immune system process (GO:0002682)	1667	472	414.81	+	1.14	8.37E-04	1.15E-02
response to external stimulus (GO:0009605)	2039	570	507.37	+	1.12	8.18E-04	1.13E-02
negative regulation of biological process (GO:0048519)	5491	1532	1366.35	+	1.12	2.21E-09	1.22E-07
cellular component organization (GO:0016043)	5846	1627	1454.68	+	1.12	9.58E-10	5.46E-08
negative regulation of cellular process (GO:0048523)	5246	1451	1305.38	+	1.11	8.91E-08	3.62E-06
biological regulation (GO:0065007)	12390	3425	3083.05	+	1.11	7.81E-30	2.32E-27
regulation of biological process (GO:0050789)	11979	3311	2980.78	+	1.11	2.01E-27	5.41E-25
response to stimulus (GO:0050896)	8322	2299	2070.80	+	1.11	8.54E-14	8.00E-12
regulation of cellular process (GO:0050794)	11547	3151	2873.28	+	1.10	1.37E-19	2.12E-17
cellular component organization or biogenesis (GO:0071840)	6059	1640	1507.68	+	1.09	3.27E-06	9.40E-05
cellular process (GO:0009987)	15672	4186	3899.72	+	1.07	2.20E-28	6.14E-26
biological_process (GO:0008150)	17839	4651	4438.95	+	1.05	2.40E-25	5.36E-23
regulation of biosynthetic process (GO:0009889)	5269	1228	1311.11	-	.94	2.16E-03	2.44E-02
regulation of gene expression (GO:0010468)	4973	1158	1237.45	-	.94	2.75E-03	2.95E-02
regulation of macromolecule biosynthetic process (GO:0010556)	5083	1183	1264.82	-	.94	2.17E-03	2.44E-02
regulation of primary metabolic process (GO:0080090)	5244	1203	1304.88	-	.92	1.60E-04	2.83E-03
regulation of DNA-templated transcription (GO:0006355)	3393	768	844.29	-	.91	8.85E-04	1.21E-02
regulation of RNA biosynthetic process (GO:2001141)	3405	768	847.28	-	.91	5.60E-04	8.17E-03
regulation of nucleobase-containing compound metabolic process (GO:0019219)	4005	895	996.58	-	.90	3.25E-05	7.14E-04
regulation of RNA metabolic process (GO:0051252)	3702	823	921.18	-	.89	3.53E-05	7.63E-04
nitrogen compound transport (GO:0071705)	1543	338	383.95	-	.88	4.84E-03	4.43E-02
cellular localization (GO:0051641)	1935	423	481.49	-	.88	1.11E-03	1.43E-02
regulation of protein metabolic process (GO:0051246)	1550	336	385.69	-	.87	2.24E-03	2.49E-02
cellular response to stress (GO:0033554)	1685	364	419.28	-	.87	1.09E-03	1.40E-02
metabolic process (GO:0008152)	7657	1592	1905.32	-	.84	5.89E-26	1.45E-23
protein metabolic process (GO:0019538)	3320	683	826.13	-	.83	1.99E-10	1.26E-08
primary metabolic process (GO:0044238)	6771	1385	1684.85	-	.82	2.64E-25	5.73E-23
negative regulation of gene expression (GO:0010629)	1115	227	277.45	-	.82	2.77E-04	4.55E-03
proteolysis (GO:0006508)	1328	268	330.45	-	.81	3.04E-05	6.74E-04
protein modification process (GO:0036211)	1481	297	368.52	-	.81	5.93E-06	1.61E-04
DNA metabolic process (GO:0006259)	779	155	193.84	-	.80	9.68E-04	1.28E-02
macromolecule modification (GO:0043412)	1686	332	419.53	-	.79	1.61E-07	6.20E-06
protein maturation (GO:0051604)	580	114	144.32	-	.79	2.93E-03	3.10E-02
DNA repair (GO:0006281)	530	104	131.88	-	.79	4.32E-03	4.08E-02
establishment of localization in cell (GO:0051649)	1585	311	394.40	-	.79	2.65E-07	9.91E-06
regulation of cellular response to stress (GO:0080135)	549	106	136.61	-	.78	1.90E-03	2.18E-02
macromolecule metabolic process (GO:0043170)	5431	1039	1351.42	-	.77	2.64E-31	9.59E-29
establishment of protein localization (GO:0045184)	1324	253	329.46	-	.77	2.83E-07	1.05E-05
DNA damage response (GO:0006974)	831	158	206.78	-	.76	4.86E-05	9.99E-04
regulation of catabolic process (GO:0009894)	1090	207	271.23	-	.76	2.32E-06	6.90E-05
purine nucleotide metabolic process (GO:0006163)	369	69	91.82	-	.75	5.13E-03	4.65E-02
catabolic process (GO:0009056)	2121	395	527.78	-	.75	4.95E-13	4.23E-11
nucleoside phosphate metabolic process (GO:0006753)	579	107	144.07	-	.74	2.47E-04	4.13E-03
protein transport (GO:0015031)	1105	204	274.96	-	.74	2.02E-07	7.65E-06
nucleotide metabolic process (GO:0009117)	428	79	106.50	-	.74	1.54E-03	1.85E-02
nucleobase-containing small molecule metabolic process (GO:0055086)	605	111	150.54	-	.74	1.30E-04	2.35E-03
positive regulation of catabolic process (GO:0009896)	546	100	135.86	-	.74	2.43E-04	4.08E-03
ribose phosphate metabolic process (GO:0019693)	322	58	80.12	-	.72	3.42E-03	3.50E-02
biosynthetic process (GO:0009058)	4033	724	1003.55	-	.72	2.28E-31	8.51E-29
response to virus (GO:0009615)	398	71	99.04	-	.72	8.25E-04	1.14E-02
endomembrane system organization (GO:0010256)	597	106	148.55	-	.71	2.79E-05	6.25E-04
sensory perception (GO:0007600)	1013	178	252.07	-	.71	1.34E-08	6.47E-07
adaptive immune response (GO:0002250)	702	122	174.68	-	.70	1.50E-06	4.70E-05
vesicle organization (GO:0016050)	373	64	92.82	-	.69	3.52E-04	5.52E-03
Unclassified (UNCLASSIFIED)	2741	470	682.05	-	.69	2.40E-25	5.28E-23
organophosphate biosynthetic process (GO:0090407)	568	97	141.34	-	.69	7.05E-06	1.86E-04
protein localization to organelle (GO:0033365)	709	121	176.42	-	.69	4.30E-07	1.52E-05
response to endoplasmic reticulum stress (GO:0034976)	241	41	59.97	-	.68	4.27E-03	4.05E-02
regulation of mRNA metabolic process (GO:1903311)	347	59	86.35	-	.68	4.40E-04	6.60E-03
regulation of proteolysis (GO:0030162)	419	71	104.26	-	.68	9.84E-05	1.85E-03
regulation of post-translational protein modification (GO:1901873)	242	41	60.22	-	.68	3.46E-03	3.51E-02
protein ubiquitination (GO:0016567)	595	100	148.06	-	.68	1.77E-06	5.40E-05
protein modification by small protein conjugation (GO:0032446)	672	111	167.22	-	.66	1.28E-07	5.06E-06
post-translational protein modification (GO:0043687)	837	137	208.27	-	.66	1.69E-09	9.34E-08
protein modification by small protein conjugation or removal (GO:0070647)	783	127	194.84	-	.65	3.11E-09	1.68E-07
methylation (GO:0032259)	230	37	57.23	-	.65	1.59E-03	1.89E-02
chromatin organization (GO:0006325)	869	138	216.24	-	.64	6.80E-11	4.66E-09
establishment of protein localization to membrane (GO:0090150)	228	36	56.73	-	.63	1.15E-03	1.46E-02
macromolecule biosynthetic process (GO:0009059)	2970	466	739.04	-	.63	6.38E-39	4.03E-36
regulation of ubiquitin-dependent protein catabolic process (GO:2000058)	180	28	44.79	-	.63	3.11E-03	3.23E-02
intracellular transport (GO:0046907)	1276	197	317.51	-	.62	3.38E-17	4.43E-15
regulation of TOR signaling (GO:0032006)	157	24	39.07	-	.61	4.02E-03	3.92E-02
purine nucleotide biosynthetic process (GO:0006164)	177	27	44.04	-	.61	2.18E-03	2.45E-02
nucleotide biosynthetic process (GO:0009165)	212	32	52.75	-	.61	7.46E-04	1.05E-02
generation of precursor metabolites and energy (GO:0006091)	366	55	91.07	-	.60	4.33E-06	1.21E-04
RNA modification (GO:0009451)	181	27	45.04	-	.60	1.34E-03	1.63E-02
nucleobase-containing compound catabolic process (GO:0034655)	384	57	95.55	-	.60	1.65E-06	5.11E-05
negative regulation of translation (GO:0017148)	136	20	33.84	-	.59	5.12E-03	4.64E-02
regulation of autophagy (GO:0010506)	374	55	93.06	-	.59	1.63E-06	5.06E-05
nucleobase-containing compound metabolic process (GO:0006139)	2745	403	683.05	-	.59	5.28E-44	5.12E-41
chromatin remodeling (GO:0006338)	680	99	169.21	-	.59	3.41E-11	2.39E-09
purine-containing compound biosynthetic process (GO:0072522)	242	35	60.22	-	.58	9.18E-05	1.74E-03
protein polyubiquitination (GO:0000209)	263	38	65.44	-	.58	3.93E-05	8.40E-04
purine ribonucleoside triphosphate metabolic process (GO:0009205)	194	28	48.27	-	.58	4.36E-04	6.55E-03
regulation of mRNA splicing, via spliceosome (GO:0048024)	125	18	31.10	-	.58	5.02E-03	4.57E-02
regulation of proteolysis involved in protein catabolic process (GO:1903050)	272	39	67.68	-	.58	2.76E-05	6.23E-04
nucleoside phosphate biosynthetic process (GO:1901293)	297	42	73.90	-	.57	7.07E-06	1.86E-04
defense response to virus (GO:0051607)	292	41	72.66	-	.56	6.05E-06	1.64E-04
protein targeting (GO:0006605)	228	32	56.73	-	.56	7.69E-05	1.50E-03
protein catabolic process (GO:0030163)	852	119	212.01	-	.56	1.91E-15	2.13E-13
purine nucleoside triphosphate metabolic process (GO:0009144)	201	28	50.02	-	.56	2.03E-04	3.48E-03
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	432	60	107.50	-	.56	2.05E-08	9.55E-07
monocarboxylic acid catabolic process (GO:0072329)	116	16	28.86	-	.55	4.85E-03	4.44E-02
regulation of proteasomal protein catabolic process (GO:0061136)	232	32	57.73	-	.55	4.57E-05	9.49E-04
post-transcriptional regulation of gene expression (GO:0010608)	531	73	132.13	-	.55	2.16E-10	1.33E-08
protein modification by small protein removal (GO:0070646)	131	18	32.60	-	.55	2.25E-03	2.50E-02
intracellular protein transport (GO:0006886)	547	75	136.11	-	.55	1.03E-10	6.82E-09
regulation of viral process (GO:0050792)	139	19	34.59	-	.55	1.54E-03	1.85E-02
peptidyl-lysine modification (GO:0018205)	110	15	27.37	-	.55	5.41E-03	4.87E-02
nucleoside triphosphate metabolic process (GO:0009141)	220	30	54.74	-	.55	5.63E-05	1.14E-03
nucleic acid metabolic process (GO:0090304)	2180	296	542.46	-	.55	1.98E-42	1.60E-39
ATP metabolic process (GO:0046034)	170	23	42.30	-	.54	3.40E-04	5.38E-03
macromolecule catabolic process (GO:0009057)	1146	155	285.16	-	.54	2.84E-22	5.16E-20
energy derivation by oxidation of organic compounds (GO:0015980)	304	41	75.65	-	.54	1.24E-06	3.93E-05
gene expression (GO:0010467)	2582	348	642.49	-	.54	8.84E-52	1.84E-48
proteasomal protein catabolic process (GO:0010498)	516	69	128.40	-	.54	8.45E-11	5.66E-09
protein stabilization (GO:0050821)	252	33	62.71	-	.53	4.65E-06	1.29E-04
detection of stimulus (GO:0051606)	694	90	172.69	-	.52	4.51E-15	4.89E-13
lysosome organization (GO:0007040)	116	15	28.86	-	.52	2.37E-03	2.61E-02
nucleobase-containing compound transport (GO:0015931)	232	30	57.73	-	.52	8.13E-06	2.11E-04
lytic vacuole organization (GO:0080171)	116	15	28.86	-	.52	2.37E-03	2.61E-02
epigenetic regulation of gene expression (GO:0040029)	325	42	80.87	-	.52	1.26E-07	4.99E-06
negative regulation of gene expression, epigenetic (GO:0045814)	225	29	55.99	-	.52	1.19E-05	2.94E-04
macromolecule methylation (GO:0043414)	132	17	32.85	-	.52	8.15E-04	1.13E-02
ubiquitin-dependent protein catabolic process (GO:0006511)	607	78	151.04	-	.52	1.34E-13	1.22E-11
regulatory ncRNA-mediated gene silencing (GO:0031047)	117	15	29.11	-	.52	1.75E-03	2.05E-02
modification-dependent protein catabolic process (GO:0019941)	619	79	154.03	-	.51	5.23E-14	5.03E-12
proteolysis involved in protein catabolic process (GO:0051603)	724	92	180.16	-	.51	2.14E-16	2.59E-14
modification-dependent macromolecule catabolic process (GO:0043632)	624	79	155.27	-	.51	2.20E-14	2.25E-12
regulation of protein stability (GO:0031647)	404	51	100.53	-	.51	1.06E-09	6.00E-08
regulation of RNA splicing (GO:0043484)	199	25	49.52	-	.50	2.25E-05	5.20E-04
tRNA processing (GO:0008033)	136	17	33.84	-	.50	4.55E-04	6.80E-03
protein-DNA complex assembly (GO:0065004)	184	23	45.79	-	.50	4.84E-05	1.00E-03
protein K48-linked ubiquitination (GO:0070936)	97	12	24.14	-	.50	3.08E-03	3.21E-02
regulation of response to endoplasmic reticulum stress (GO:1905897)	97	12	24.14	-	.50	3.08E-03	3.21E-02
mitochondrial membrane organization (GO:0007006)	114	14	28.37	-	.49	1.06E-03	1.37E-02
