




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.XXXX/zenodo.XXXXXXXX Released 2025-10-05
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	Homo sapiens (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO biological process complete	Homo sapiens - REFLIST (20580)	upload_1 (5149)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
very-low-density lipoprotein particle remodeling (GO:0034372)	8	6	2.00	+	3.00	4.24E-03	3.12E-02
ribonucleoside triphosphate biosynthetic process (GO:0009201)	103	77	25.77	+	2.99	3.53E-26	4.67E-24
positive regulation of triglyceride metabolic process (GO:0090208)	23	17	5.75	+	2.95	1.17E-06	2.55E-05
intracellular potassium ion homeostasis (GO:0030007)	23	17	5.75	+	2.95	1.17E-06	2.54E-05
fatty acid oxidation (GO:0019395)	84	62	21.02	+	2.95	7.47E-21	6.47E-19
negative regulation of regulatory T cell differentiation (GO:0045590)	19	14	4.75	+	2.95	1.15E-05	1.99E-04
fibrinolysis (GO:0042730)	19	14	4.75	+	2.95	1.15E-05	1.98E-04
removal of superoxide radicals (GO:0019430)	15	11	3.75	+	2.93	1.16E-04	1.50E-03
negative regulation of triglyceride metabolic process (GO:0090209)	15	11	3.75	+	2.93	1.16E-04	1.50E-03
electron transport chain (GO:0022900)	116	85	29.02	+	2.93	1.05E-27	1.56E-25
nucleoside triphosphate biosynthetic process (GO:0009142)	112	82	28.02	+	2.93	9.87E-27	1.37E-24
alternative mRNA splicing, via spliceosome (GO:0000380)	26	19	6.51	+	2.92	3.58E-07	8.57E-06
regulation of ERAD pathway (GO:1904292)	26	19	6.51	+	2.92	3.58E-07	8.55E-06
positive regulation of sodium ion export across plasma membrane (GO:1903278)	11	8	2.75	+	2.91	1.19E-03	1.09E-02
regulation of sodium ion export across plasma membrane (GO:1903276)	11	8	2.75	+	2.91	1.19E-03	1.09E-02
transferrin transport (GO:0033572)	11	8	2.75	+	2.91	1.19E-03	1.09E-02
protein localization to membrane raft (GO:1903044)	11	8	2.75	+	2.91	1.19E-03	1.09E-02
phosphatidylcholine biosynthetic process (GO:0006656)	22	16	5.50	+	2.91	3.48E-06	6.84E-05
lysine metabolic process (GO:0006553)	11	8	2.75	+	2.91	1.19E-03	1.09E-02
signal peptide processing (GO:0006465)	11	8	2.75	+	2.91	1.19E-03	1.09E-02
cellular response to cocaine (GO:0071314)	11	8	2.75	+	2.91	1.19E-03	1.09E-02
regulation of synaptic vesicle membrane organization (GO:1901632)	22	16	5.50	+	2.91	3.48E-06	6.83E-05
L-aspartate transmembrane transport (GO:0070778)	11	8	2.75	+	2.91	1.19E-03	1.09E-02
malate metabolic process (GO:0006108)	11	8	2.75	+	2.91	1.19E-03	1.09E-02
regulation of acyl-CoA biosynthetic process (GO:0050812)	11	8	2.75	+	2.91	1.19E-03	1.09E-02
regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630)	22	16	5.50	+	2.91	3.48E-06	6.82E-05
positive regulation of type 2 mitophagy (GO:1905091)	11	8	2.75	+	2.91	1.19E-03	1.09E-02
lipid oxidation (GO:0034440)	91	66	22.77	+	2.90	2.08E-21	1.86E-19
response to lead ion (GO:0010288)	18	13	4.50	+	2.89	3.43E-05	5.19E-04
amino-acid betaine metabolic process (GO:0006577)	18	13	4.50	+	2.89	3.43E-05	5.18E-04
regulation of plasminogen activation (GO:0010755)	18	13	4.50	+	2.89	3.43E-05	5.18E-04
mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)	14	10	3.50	+	2.85	3.43E-04	3.87E-03
negative regulation of cholesterol transport (GO:0032375)	14	10	3.50	+	2.85	3.43E-04	3.87E-03
negative regulation of sterol transport (GO:0032372)	14	10	3.50	+	2.85	3.43E-04	3.86E-03
fructose metabolic process (GO:0006000)	14	10	3.50	+	2.85	3.43E-04	3.86E-03
amide catabolic process (GO:0043605)	14	10	3.50	+	2.85	3.43E-04	3.86E-03
carnitine metabolic process (GO:0009437)	14	10	3.50	+	2.85	3.43E-04	3.85E-03
regulation of protein catabolic process in the vacuole (GO:1904350)	14	10	3.50	+	2.85	3.43E-04	3.85E-03
urea metabolic process (GO:0019627)	14	10	3.50	+	2.85	3.43E-04	3.85E-03
negative regulation of fatty acid oxidation (GO:0046322)	14	10	3.50	+	2.85	3.43E-04	3.84E-03
mitochondrial calcium ion transmembrane transport (GO:0006851)	21	15	5.25	+	2.85	1.02E-05	1.79E-04
L-amino acid catabolic process (GO:0170035)	87	62	21.77	+	2.85	1.49E-19	1.17E-17
actin-myosin filament sliding (GO:0033275)	17	12	4.25	+	2.82	1.00E-04	1.33E-03
cellular hyperosmotic response (GO:0071474)	17	12	4.25	+	2.82	1.00E-04	1.33E-03
dendritic transport (GO:0098935)	17	12	4.25	+	2.82	1.00E-04	1.32E-03
sulfur amino acid metabolic process (GO:0000096)	34	24	8.51	+	2.82	2.98E-08	8.48E-07
bile acid biosynthetic process (GO:0006699)	27	19	6.76	+	2.81	9.24E-07	2.05E-05
galactose catabolic process (GO:0019388)	10	7	2.50	+	2.80	3.51E-03	2.78E-02
post-translational protein targeting to endoplasmic reticulum membrane (GO:0006620)	20	14	5.00	+	2.80	2.95E-05	4.57E-04
proximal tubule development (GO:0072014)	10	7	2.50	+	2.80	3.51E-03	2.78E-02
transcytosis (GO:0045056)	20	14	5.00	+	2.80	2.95E-05	4.57E-04
ESCRT III complex disassembly (GO:1904903)	10	7	2.50	+	2.80	3.51E-03	2.78E-02
kynurenine metabolic process (GO:0070189)	10	7	2.50	+	2.80	3.51E-03	2.77E-02
ESCRT complex disassembly (GO:1904896)	10	7	2.50	+	2.80	3.51E-03	2.77E-02
protein import (GO:0017038)	10	7	2.50	+	2.80	3.51E-03	2.77E-02
alpha-linolenic acid metabolic process (GO:0036109)	10	7	2.50	+	2.80	3.51E-03	2.77E-02
L-leucine transport (GO:0015820)	10	7	2.50	+	2.80	3.51E-03	2.77E-02
regulation of pyruvate decarboxylation to acetyl-CoA (GO:0010510)	10	7	2.50	+	2.80	3.51E-03	2.77E-02
aerobic respiration (GO:0009060)	203	141	50.79	+	2.78	1.12E-40	3.18E-38
phospholipid efflux (GO:0033700)	13	9	3.25	+	2.77	9.91E-04	9.36E-03
cellular detoxification of aldehyde (GO:0110095)	13	9	3.25	+	2.77	9.91E-04	9.36E-03
glutathione biosynthetic process (GO:0006750)	13	9	3.25	+	2.77	9.91E-04	9.35E-03
positive regulation of integrin-mediated signaling pathway (GO:2001046)	13	9	3.25	+	2.77	9.91E-04	9.34E-03
plasma membrane raft organization (GO:0044857)	13	9	3.25	+	2.77	9.91E-04	9.34E-03
polyamine biosynthetic process (GO:0006596)	13	9	3.25	+	2.77	9.91E-04	9.33E-03
glycine metabolic process (GO:0006544)	13	9	3.25	+	2.77	9.91E-04	9.33E-03
positive regulation of synaptic vesicle membrane organization (GO:1901634)	13	9	3.25	+	2.77	9.91E-04	9.32E-03
regulation of cell projection size (GO:0032536)	13	9	3.25	+	2.77	9.91E-04	9.31E-03
cellular response to lithium ion (GO:0071285)	13	9	3.25	+	2.77	9.91E-04	9.31E-03
calcium-dependent activation of synaptic vesicle fusion (GO:0099502)	13	9	3.25	+	2.77	9.91E-04	9.30E-03
positive regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031632)	13	9	3.25	+	2.77	9.91E-04	9.30E-03
homocysteine metabolic process (GO:0050667)	13	9	3.25	+	2.77	9.91E-04	9.29E-03
positive regulation of triglyceride biosynthetic process (GO:0010867)	13	9	3.25	+	2.77	9.91E-04	9.28E-03
hepatocyte apoptotic process (GO:0097284)	13	9	3.25	+	2.77	9.91E-04	9.28E-03
alpha-amino acid catabolic process (GO:1901606)	97	67	24.27	+	2.76	7.89E-20	6.41E-18
inner mitochondrial membrane organization (GO:0007007)	42	29	10.51	+	2.76	2.39E-09	8.19E-08
response to lithium ion (GO:0010226)	16	11	4.00	+	2.75	2.86E-04	3.29E-03
cellular response to superoxide (GO:0071451)	16	11	4.00	+	2.75	2.86E-04	3.28E-03
cellular response to oxygen radical (GO:0071450)	16	11	4.00	+	2.75	2.86E-04	3.28E-03
regulation of microvillus organization (GO:0032530)	16	11	4.00	+	2.75	2.86E-04	3.28E-03
astral microtubule organization (GO:0030953)	16	11	4.00	+	2.75	2.86E-04	3.27E-03
ribonucleoside monophosphate catabolic process (GO:0009158)	16	11	4.00	+	2.75	2.86E-04	3.27E-03
regulation of amino acid import across plasma membrane (GO:0010958)	16	11	4.00	+	2.75	2.86E-04	3.27E-03
regulation of amino acid transmembrane transport (GO:1903789)	16	11	4.00	+	2.75	2.86E-04	3.27E-03
amino acid catabolic process (GO:0009063)	108	74	27.02	+	2.74	2.00E-21	1.80E-19
negative regulation of ferroptosis (GO:0110076)	19	13	4.75	+	2.73	8.35E-05	1.13E-03
regulation of triglyceride biosynthetic process (GO:0010866)	19	13	4.75	+	2.73	8.35E-05	1.13E-03
positive regulation of ERAD pathway (GO:1904294)	19	13	4.75	+	2.73	8.35E-05	1.13E-03
negative regulation of amyloid precursor protein catabolic process (GO:1902992)	19	13	4.75	+	2.73	8.35E-05	1.13E-03
NADH dehydrogenase complex assembly (GO:0010257)	41	28	10.26	+	2.73	6.67E-09	2.11E-07
mitochondrial respiratory chain complex I assembly (GO:0032981)	41	28	10.26	+	2.73	6.67E-09	2.10E-07
proteinogenic amino acid catabolic process (GO:0170040)	85	58	21.27	+	2.73	5.77E-17	3.71E-15
mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)	22	15	5.50	+	2.73	2.47E-05	3.88E-04
acyl-CoA biosynthetic process (GO:0071616)	47	32	11.76	+	2.72	6.21E-10	2.28E-08
actomyosin structure organization (GO:0031032)	119	81	29.77	+	2.72	4.99E-23	5.00E-21
lysosomal lumen acidification (GO:0007042)	25	17	6.25	+	2.72	7.34E-06	1.35E-04
membrane raft organization (GO:0031579)	28	19	7.01	+	2.71	2.20E-06	4.50E-05
regulation of aerobic respiration (GO:1903715)	31	21	7.76	+	2.71	6.61E-07	1.51E-05
fatty acid catabolic process (GO:0009062)	92	62	23.02	+	2.69	1.27E-17	8.37E-16
proton transmembrane transport (GO:1902600)	189	127	47.29	+	2.69	1.88E-34	4.03E-32
cellular respiration (GO:0045333)	230	154	57.54	+	2.68	3.19E-41	9.47E-39
vacuolar acidification (GO:0007035)	39	26	9.76	+	2.66	5.00E-08	1.37E-06
negative regulation of amino acid transport (GO:0051956)	12	8	3.00	+	2.66	2.79E-03	2.29E-02
ketone body metabolic process (GO:1902224)	12	8	3.00	+	2.66	2.79E-03	2.29E-02
regulation of oxidative phosphorylation (GO:0002082)	24	16	6.00	+	2.66	2.02E-05	3.25E-04
positive thymic T cell selection (GO:0045059)	12	8	3.00	+	2.66	2.79E-03	2.28E-02
pyrimidine nucleoside metabolic process (GO:0006213)	12	8	3.00	+	2.66	2.79E-03	2.28E-02
modification of postsynaptic actin cytoskeleton (GO:0098885)	12	8	3.00	+	2.66	2.79E-03	2.28E-02
regulation of telomerase RNA localization to Cajal body (GO:1904872)	12	8	3.00	+	2.66	2.79E-03	2.28E-02
regulation of lysosomal protein catabolic process (GO:1905165)	12	8	3.00	+	2.66	2.79E-03	2.28E-02
ADP transport (GO:0015866)	12	8	3.00	+	2.66	2.79E-03	2.28E-02
negative regulation of PERK-mediated unfolded protein response (GO:1903898)	12	8	3.00	+	2.66	2.79E-03	2.28E-02
protein import into mitochondrial matrix (GO:0030150)	24	16	6.00	+	2.66	2.02E-05	3.25E-04
ether lipid metabolic process (GO:0046485)	24	16	6.00	+	2.66	2.02E-05	3.24E-04
glyceraldehyde-3-phosphate metabolic process (GO:0019682)	12	8	3.00	+	2.66	2.79E-03	2.28E-02
nonribosomal peptide biosynthetic process (GO:0019184)	15	10	3.75	+	2.66	7.97E-04	7.86E-03
negative regulation of amyloid-beta formation (GO:1902430)	18	12	4.50	+	2.66	2.31E-04	2.75E-03
regulation of transforming growth factor beta1 production (GO:0032908)	15	10	3.75	+	2.66	7.97E-04	7.85E-03
SRP-dependent cotranslational protein targeting to membrane (GO:0006614)	18	12	4.50	+	2.66	2.31E-04	2.74E-03
negative regulation of calcineurin-NFAT signaling cascade (GO:0070885)	15	10	3.75	+	2.66	7.97E-04	7.84E-03
regulation of amyloid fibril formation (GO:1905906)	18	12	4.50	+	2.66	2.31E-04	2.74E-03
regulation of triglyceride metabolic process (GO:0090207)	45	30	11.26	+	2.66	4.63E-09	1.50E-07
negative regulation of calcineurin-mediated signaling (GO:0106057)	15	10	3.75	+	2.66	7.97E-04	7.84E-03
cardiac myofibril assembly (GO:0055003)	18	12	4.50	+	2.66	2.31E-04	2.74E-03
serine family amino acid biosynthetic process (GO:0009070)	15	10	3.75	+	2.66	7.97E-04	7.83E-03
desmosome organization (GO:0002934)	15	10	3.75	+	2.66	7.97E-04	7.83E-03
positive regulation of exosomal secretion (GO:1903543)	15	10	3.75	+	2.66	7.97E-04	7.82E-03
cardiac muscle hypertrophy in response to stress (GO:0014898)	15	10	3.75	+	2.66	7.97E-04	7.82E-03
cardiac muscle adaptation (GO:0014887)	15	10	3.75	+	2.66	7.97E-04	7.81E-03
muscle filament sliding (GO:0030049)	15	10	3.75	+	2.66	7.97E-04	7.81E-03
muscle hypertrophy in response to stress (GO:0003299)	15	10	3.75	+	2.66	7.97E-04	7.80E-03
plasma lipoprotein particle clearance (GO:0034381)	30	20	7.51	+	2.66	1.81E-06	3.78E-05
monocarboxylic acid catabolic process (GO:0072329)	116	77	29.02	+	2.65	6.30E-21	5.48E-19
monosaccharide biosynthetic process (GO:0046364)	47	31	11.76	+	2.64	3.80E-09	1.26E-07
hexose biosynthetic process (GO:0019319)	44	29	11.01	+	2.63	1.25E-08	3.78E-07
gluconeogenesis (GO:0006094)	41	27	10.26	+	2.63	4.09E-08	1.14E-06
actin filament capping (GO:0051693)	35	23	8.76	+	2.63	4.44E-07	1.04E-05
protein insertion into mitochondrial membrane (GO:0051204)	32	21	8.01	+	2.62	1.47E-06	3.14E-05
response to muscle stretch (GO:0035994)	26	17	6.51	+	2.61	1.63E-05	2.68E-04
positive regulation of hemostasis (GO:1900048)	26	17	6.51	+	2.61	1.63E-05	2.68E-04
C4-dicarboxylate transport (GO:0015740)	26	17	6.51	+	2.61	1.63E-05	2.68E-04
positive regulation of blood coagulation (GO:0030194)	26	17	6.51	+	2.61	1.63E-05	2.67E-04
cotranslational protein targeting to membrane (GO:0006613)	23	15	5.75	+	2.61	5.45E-05	7.72E-04
regulation of integrin-mediated signaling pathway (GO:2001044)	23	15	5.75	+	2.61	5.45E-05	7.72E-04
protein N-linked glycosylation via asparagine (GO:0018279)	23	15	5.75	+	2.61	5.45E-05	7.71E-04
axon regeneration (GO:0031103)	23	15	5.75	+	2.61	5.45E-05	7.70E-04
benzene-containing compound metabolic process (GO:0042537)	23	15	5.75	+	2.61	5.45E-05	7.69E-04
positive regulation of insulin receptor signaling pathway (GO:0046628)	23	15	5.75	+	2.61	5.45E-05	7.69E-04
metanephric nephron epithelium development (GO:0072243)	20	13	5.00	+	2.60	1.84E-04	2.26E-03
regulation of early endosome to late endosome transport (GO:2000641)	20	13	5.00	+	2.60	1.84E-04	2.26E-03
glycosyl compound catabolic process (GO:1901658)	20	13	5.00	+	2.60	1.84E-04	2.25E-03
positive regulation of protein exit from endoplasmic reticulum (GO:0070863)	20	13	5.00	+	2.60	1.84E-04	2.25E-03
negative regulation of release of cytochrome c from mitochondria (GO:0090201)	20	13	5.00	+	2.60	1.84E-04	2.25E-03
CD8-positive, alpha-beta T cell differentiation (GO:0043374)	20	13	5.00	+	2.60	1.84E-04	2.25E-03
nucleoside monophosphate catabolic process (GO:0009125)	20	13	5.00	+	2.60	1.84E-04	2.25E-03
regulation of neurotransmitter receptor activity (GO:0099601)	37	24	9.26	+	2.59	3.58E-07	8.57E-06
regulation of fibrinolysis (GO:0051917)	17	11	4.25	+	2.59	6.26E-04	6.41E-03
establishment of protein localization to mitochondrial membrane (GO:0090151)	34	22	8.51	+	2.59	1.18E-06	2.56E-05
COPII-coated vesicle cargo loading (GO:0090110)	17	11	4.25	+	2.59	6.26E-04	6.41E-03
locomotory exploration behavior (GO:0035641)	17	11	4.25	+	2.59	6.26E-04	6.40E-03
deoxyribonucleoside monophosphate catabolic process (GO:0009159)	17	11	4.25	+	2.59	6.26E-04	6.40E-03
regulation of plasma membrane organization (GO:1903729)	17	11	4.25	+	2.59	6.26E-04	6.40E-03
regulation of cell communication by electrical coupling (GO:0010649)	17	11	4.25	+	2.59	6.26E-04	6.39E-03
ketone catabolic process (GO:0042182)	17	11	4.25	+	2.59	6.26E-04	6.39E-03
regulation of exosomal secretion (GO:1903541)	17	11	4.25	+	2.59	6.26E-04	6.38E-03
regulation of hydrogen peroxide metabolic process (GO:0010310)	17	11	4.25	+	2.59	6.26E-04	6.38E-03
purine ribonucleotide biosynthetic process (GO:0009152)	147	95	36.78	+	2.58	3.51E-24	4.02E-22
positive regulation of receptor recycling (GO:0001921)	14	9	3.50	+	2.57	2.16E-03	1.82E-02
actin crosslink formation (GO:0051764)	14	9	3.50	+	2.57	2.16E-03	1.82E-02
fatty acid transmembrane transport (GO:1902001)	14	9	3.50	+	2.57	2.16E-03	1.82E-02
actin filament network formation (GO:0051639)	14	9	3.50	+	2.57	2.16E-03	1.82E-02
negative regulation of amyloid fibril formation (GO:1905907)	14	9	3.50	+	2.57	2.16E-03	1.82E-02
positive regulation of protein targeting to membrane (GO:0090314)	28	18	7.01	+	2.57	1.29E-05	2.18E-04
dicarboxylic acid biosynthetic process (GO:0043650)	14	9	3.50	+	2.57	2.16E-03	1.82E-02
regulation of sulfur metabolic process (GO:0042762)	14	9	3.50	+	2.57	2.16E-03	1.82E-02
negative regulation of microtubule polymerization (GO:0031115)	14	9	3.50	+	2.57	2.16E-03	1.82E-02
pyrimidine deoxyribonucleoside monophosphate metabolic process (GO:0009176)	14	9	3.50	+	2.57	2.16E-03	1.82E-02
striated muscle hypertrophy (GO:0014897)	28	18	7.01	+	2.57	1.29E-05	2.18E-04
branching involved in labyrinthine layer morphogenesis (GO:0060670)	14	9	3.50	+	2.57	2.16E-03	1.81E-02
T-helper 17 cell differentiation (GO:0072539)	28	18	7.01	+	2.57	1.29E-05	2.17E-04
negative regulation of RNA splicing (GO:0033119)	39	25	9.76	+	2.56	2.86E-07	6.94E-06
positive regulation of cellular response to insulin stimulus (GO:1900078)	25	16	6.25	+	2.56	4.30E-05	6.27E-04
long-chain fatty-acyl-CoA metabolic process (GO:0035336)	25	16	6.25	+	2.56	4.30E-05	6.26E-04
ribonucleotide biosynthetic process (GO:0009260)	163	104	40.78	+	2.55	1.13E-25	1.42E-23
organic acid catabolic process (GO:0016054)	232	148	58.05	+	2.55	5.78E-36	1.36E-33
carboxylic acid catabolic process (GO:0046395)	232	148	58.05	+	2.55	5.78E-36	1.33E-33
relaxation of muscle (GO:0090075)	22	14	5.50	+	2.54	1.44E-04	1.82E-03
positive regulation of vesicle fusion (GO:0031340)	22	14	5.50	+	2.54	1.44E-04	1.82E-03
intracellular sodium ion homeostasis (GO:0006883)	33	21	8.26	+	2.54	3.09E-06	6.16E-05
protein targeting to mitochondrion (GO:0006626)	33	21	8.26	+	2.54	3.09E-06	6.15E-05
negative regulation of mRNA splicing, via spliceosome (GO:0048025)	33	21	8.26	+	2.54	3.09E-06	6.14E-05
negative regulation of actin filament depolymerization (GO:0030835)	41	26	10.26	+	2.53	2.27E-07	5.58E-06
regulation of ferroptosis (GO:0110075)	30	19	7.51	+	2.53	1.02E-05	1.80E-04
positive regulation of coagulation (GO:0050820)	30	19	7.51	+	2.53	1.02E-05	1.79E-04
vesicle targeting, to, from or within Golgi (GO:0048199)	30	19	7.51	+	2.53	1.02E-05	1.79E-04
response to arsenic-containing substance (GO:0046685)	30	19	7.51	+	2.53	1.02E-05	1.79E-04
muscle hypertrophy (GO:0014896)	30	19	7.51	+	2.53	1.02E-05	1.79E-04
negative regulation of syncytium formation by plasma membrane fusion (GO:0034242)	49	31	12.26	+	2.53	1.69E-08	4.96E-07
phosphate ion transport (GO:0006817)	19	12	4.75	+	2.52	4.85E-04	5.18E-03
cholesterol biosynthetic process via lathosterol (GO:0033490)	19	12	4.75	+	2.52	4.85E-04	5.17E-03
cholesterol biosynthetic process via desmosterol (GO:0033489)	19	12	4.75	+	2.52	4.85E-04	5.17E-03
positive regulation of ATP-dependent activity (GO:0032781)	19	12	4.75	+	2.52	4.85E-04	5.17E-03
response to hydroperoxide (GO:0033194)	19	12	4.75	+	2.52	4.85E-04	5.16E-03
mitochondrion distribution (GO:0048311)	19	12	4.75	+	2.52	4.85E-04	5.16E-03
response to superoxide (GO:0000303)	19	12	4.75	+	2.52	4.85E-04	5.15E-03
barbed-end actin filament capping (GO:0051016)	19	12	4.75	+	2.52	4.85E-04	5.15E-03
retrograde protein transport, ER to cytosol (GO:0030970)	19	12	4.75	+	2.52	4.85E-04	5.15E-03
stress fiber assembly (GO:0043149)	19	12	4.75	+	2.52	4.85E-04	5.14E-03
long-chain fatty-acyl-CoA biosynthetic process (GO:0035338)	19	12	4.75	+	2.52	4.85E-04	5.14E-03
positive regulation of lipid storage (GO:0010884)	19	12	4.75	+	2.52	4.85E-04	5.14E-03
synaptic vesicle priming (GO:0016082)	19	12	4.75	+	2.52	4.85E-04	5.13E-03
endoplasmic reticulum to cytosol transport (GO:1903513)	19	12	4.75	+	2.52	4.85E-04	5.13E-03
contractile actin filament bundle assembly (GO:0030038)	19	12	4.75	+	2.52	4.85E-04	5.12E-03
presynaptic endocytosis (GO:0140238)	57	36	14.26	+	2.52	1.27E-09	4.51E-08
cardiac muscle hypertrophy (GO:0003300)	27	17	6.76	+	2.52	3.36E-05	5.10E-04
regulation of synaptic vesicle recycling (GO:1903421)	27	17	6.76	+	2.52	3.36E-05	5.10E-04
ATP metabolic process (GO:0046034)	170	107	42.53	+	2.52	1.18E-25	1.46E-23
negative regulation of response to endoplasmic reticulum stress (GO:1903573)	51	32	12.76	+	2.51	1.33E-08	3.99E-07
negative regulation of myoblast fusion (GO:1901740)	48	30	12.01	+	2.50	4.32E-08	1.19E-06
protein targeting to ER (GO:0045047)	40	25	10.01	+	2.50	5.81E-07	1.34E-05
mitochondrial calcium ion homeostasis (GO:0051560)	24	15	6.00	+	2.50	1.12E-04	1.46E-03
COPII-coated vesicle budding (GO:0090114)	40	25	10.01	+	2.50	5.81E-07	1.34E-05
reticulophagy (GO:0061709)	24	15	6.00	+	2.50	1.12E-04	1.46E-03
lipid import into cell (GO:0140354)	16	10	4.00	+	2.50	1.65E-03	1.44E-02
regulation of protein exit from endoplasmic reticulum (GO:0070861)	32	20	8.01	+	2.50	7.94E-06	1.45E-04
protein heterotetramerization (GO:0051290)	16	10	4.00	+	2.50	1.65E-03	1.44E-02
non-proteinogenic amino acid biosynthetic process (GO:0170043)	16	10	4.00	+	2.50	1.65E-03	1.44E-02
Golgi to plasma membrane protein transport (GO:0043001)	32	20	8.01	+	2.50	7.94E-06	1.45E-04
positive regulation of ruffle assembly (GO:1900029)	16	10	4.00	+	2.50	1.65E-03	1.44E-02
regulation of PERK-mediated unfolded protein response (GO:1903897)	16	10	4.00	+	2.50	1.65E-03	1.44E-02
xenobiotic export from cell (GO:0046618)	16	10	4.00	+	2.50	1.65E-03	1.44E-02
short-chain fatty acid metabolic process (GO:0046459)	16	10	4.00	+	2.50	1.65E-03	1.44E-02
retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)	53	33	13.26	+	2.49	1.05E-08	3.24E-07
neuron cellular homeostasis (GO:0070050)	53	33	13.26	+	2.49	1.05E-08	3.23E-07
substantia nigra development (GO:0021762)	45	28	11.26	+	2.49	1.40E-07	3.58E-06
acylglycerol homeostasis (GO:0055090)	45	28	11.26	+	2.49	1.40E-07	3.57E-06
fatty-acyl-CoA metabolic process (GO:0035337)	45	28	11.26	+	2.49	1.40E-07	3.57E-06
energy derivation by oxidation of organic compounds (GO:0015980)	304	189	76.06	+	2.48	3.15E-43	1.09E-40
regulation of amino acid transport (GO:0051955)	37	23	9.26	+	2.48	1.89E-06	3.92E-05
ribose phosphate biosynthetic process (GO:0046390)	169	105	42.28	+	2.48	1.53E-24	1.79E-22
neuron projection regeneration (GO:0031102)	29	18	7.26	+	2.48	2.61E-05	4.07E-04
endoplasmic reticulum tubular network organization (GO:0071786)	21	13	5.25	+	2.47	3.72E-04	4.12E-03
positive regulation of amino acid transport (GO:0051957)	21	13	5.25	+	2.47	3.72E-04	4.12E-03
